Id,Answer
1242,韓國黨
1243,否決權
1244,二十世紀
1245,杜充
1246,加拿大
1247,1898年
1248,義大利汽車之都
1249,減低阻力
1250,細胞膜
1251,補機用
1252,聖喬治拉丁文學校
1253,1260年
1254,1948年12月1日
1255,
1256,戊寅靖社
1257,魏博拉盧比民達行業工會
1258,春季和夏季
1259,性別演化
1260,三蘭港
1261,廣東省
1262,安德魯約翰遜
1263,普林斯頓大學建築系；在美國空軍
1264,歷時83年
1265,釣魚台國賓館
1266,羅馬教皇
1267,解釋恆星內部和恆星演化的模型被成功的發展出來
1268,民國15年
1269,金融廳
1270,希洛克勒斯
1271,約翰·莫根
1272,臺灣
1273,發動機
1274,日美神奈川條約
1275,北京市
1276,硫代硫酸氨
1277,哈利里德
1278,低可偵測性
1279,柏拉圖
1280,波蘭人
1281,
1282,以失敗告終
1283,瑞派克路
1284,我們說相聲》
1285,二人
1286,1880年
1287,[UNK]
1288,2間
1289,被歸入的上層學科
1290,遠比普通語
1291,傑里·威斯特特
1292,粳稻和[UNK]稻
1293,挪威
1294,1800個
1295,國務院
1296,清朝沒有誠意
1297,轉變
1298,古希臘人
1299,臺灣植物
1300,1913年
1301,使命乎合土地撥贈法案的要求
1302,德魯修斯
1303,費城76人
1304,腓力五世精神上的缺憾使他無法繼續執政，或是腓力五世希望繼承法國國王王位所以先行退位
1305,牡丹峰樂團
1306,印度
1307,3座
1308,寧主簿
1309,下薩克森邦
1310,朱利烏斯·凱撒
1311,22省之一，為華北六省之一。簡稱為「豫
1312,1919年
1313,
1314,亞歷山大·羅德
1315,排灣族
1316,社會服務管理學院
1317,普選制度
1318,國號
1319,年
1320,1995年
1321,民主黨
1322,秧苗
1323,過去之一綱
1324,488年
1325,病態賭徒
1326,國務院組成部門
1327,航太
1328,周敦頤任分寧主簿
1329,內蒙古
1330,
1331,1906年
1332,美國
1333,較便宜的鐵
1334,普羅斯佩·梅里美、維歐勒·勒·杜克
1335,廣東省
1336,玫瑰盃
1337,羅馬法
1338,心理學
1339,希臘
1340,拉丁字母
1341,《[UNK][UNK]條約》和《北京條約
1342,卡普拉一通電話之邀
1343,聯邦成員國
1344,克拉克望遠鏡
1345,生物質
1346,社團部
1347,空氣汙染
1348,
1349,類比訊號
1350,回族
1351,視錐細胞
1352,交通阻塞
1353,威廉二世
1354,遵義會議
1355,瀧川的這一主張，遭到了貴族院
1356,君士坦丁大帝
1357,國際網球總會
1358,10月9日
1359,阿爾法版本
1360,朱棣
1361,外交手段
1362,1887年
1363,2008年歐洲足球錦標賽是第十三屆歐洲國家盃，於2008年
1364,畢達哥拉斯
1365,2002年
1366,1918年
1367,阿普伽
1368,史魯宗
1369,為了進一步驅逐西班牙勢力，荷蘭人於1642年攻佔了西班牙的佔領的雞籠地區，趕走了西班牙人。荷蘭所侵佔建立的殖民王國，是臺灣歷史上第一個有系統統治的政權
1370,大韓帝國
1371,2012年
1372,農桿菌將天然地將遺傳物質插入植物細胞中。在生物動力學
1373,印度洋暖濕氣流
1374,太白山脈
1375,尊丹巴
1376,飛行速度高
1377,民國三十四年
1378,太白山脈
1379,一萬
1380,25個
1381,毛澤東
1382,1980年
1383,1985年
1384,18世紀
1385,顯示自己的獨立自主
1386,16世紀
1387,九龍灣商貿區
1388,1971年
1389,1997年
1390,默頓學院
1391,張學良
1392,稻米
1393,1914年
1394,以批判美國的外交政策
1395,
1396,能夠當做燃料
1397,上女性
1398,40倍
1399,1956年
1400,白色
1401,1856年
1402,
1403,四人幫
1404,王光美
1405,理察·科伯恩·麥克勞林
1406,東德建立了就業保障制度，且與西德
1407,1624年
1408,15%
1409,江青等人一起前往「華北聯大」作題為《中國抗戰形勢》的報告，途中江青所騎[UNK]子
1410,奈及利亞
1411,美國人
1412,1979年
1413,0.4太陽質量
1414,農田
1415,高地德語
1416,2005年4月19日
1417,1973年
1418,無嗣失權」政策
1419,參與中央蘇區
1420,科學家
1421,10萬人
1422,明太祖
1423,抗佝[UNK]病
1424,南島語系的馬來-玻里尼西亞語族
1425,圖西族
1426,預算
1427,政治行動
1428,路易斯·亨利·摩爾根
1429,元代
1430,43人
1431,連線
1432,桓玄皇
1433,伸展台模特兒
1434,三層神經細胞和兩層
1435,麻赫穆德·喀什噶里
1436,古巴共產黨
1437,索契」一詞，都是來源於當地土著
1438,2005年9月
1439,最高榮譽大獎
1440,錫克教
1441,1986年
1442,史都華
1443,
1444,
1445,阿布拉莫夫
1446,英語
1447,徐樹錚
1448,明太祖
1449,未能
1450,英屬維京群島大約由60個半熱帶加勒比海島嶼所組成。群島內的島嶼大小不一，最大的托土拉島長達12公里，而最小的島嶼小得不宜人居。英屬維京群島全都坐落於維京群島
1451,相關研究
1452,
1453,南朝鮮
1454,查莫洛社會
1455,
1456,法國
1457,大學
1458,九龍灣
1459,南遷廣州
1460,阿拉伯宗教
1461,陳朝
1462,25萬名
1463,有色人種
1464,聯合任何
1465,漢諾威
1466,高清付費頻道[UNK]高清影視頻道開播。2008年，中央電視台高清影視頻道
1467,
1468,遵守蘇聯對外蒙古領土的一切主張
1469,主體史學
1470,心室底壁組織
1471,同年
1472,1884年
1473,第二產業
1474,德國
1475,杜登
1476,總能量
1477,展開針
1478,葉爾羌汗
1479,最高峰查亞峰
1480,正德十一年
1481,計受突擊
1482,法國
1483,峽谷河
1484,闡述
1485,
1486,200萬立方公尺
1487,黑龍江
1488,2003年
1489,維多利中心
1490,新界原居民
1491,蔣中正
1492,藤原
1493,印度教
1494,頻率理論難以解釋人而對聲音頻率的分析。因為基底膜
1495,有性生殖是指雄性和雌性生物將其基因特質混合重組
1496,魔鬼終結者2，侏羅紀公園都有大量的電腦動畫
1497,為免兩國爆發戰爭
1498,巴塞隆納奧運
1499,細毛
1500,阿拉巴馬州
1501,猴祭
1502,戰鬥機
1503,2013年
1504,主要用作客車整備
1505,1980年
1506,1958年
1507,納戈爾諾-卡拉巴赫
1508,孟德爾遺傳模式傳遞給後代
1509,西班牙
1510,《時代》
1511,極權主義
1512,斯特-立陶夫斯克條約》
1513,路易·勒沃
1514,布列塔尼半島美國
1515,不可或缺
1516,曼諾球場
1517,南琅琊郡寄治在江乘縣的金城。金城
1518,愛德華一世
1519,細毛
1520,民國二年
1521,香港教育水平
1522,張莊耶穌聖心
1523,蓋茲
1524,陸秀夫
1525,東南亞資本
1526,領土分裂出馬其頓、塞爾維亞、波士尼亞與赫塞哥維納、克羅埃西亞、斯洛維尼亞、蒙特內哥羅等六個受聯合國承認
1527,《塘沽協定
1528,四衛拉特
1529,1897年
1530,巴拉克·歐巴馬
1531,2008年1月27日
1532,關心人類價值和環境品質的人本主義
1533,新增決策局
1534,杭州[UNK]橋機場
1535,
1536,為了維持國內穩定
1537,總督
1538,
1539,衛奕信
1540,非歐幾里得幾何
1541,2009年
1542,
1543,忽必烈
1544,縣政府
1545,未來以任何方式
1546,惠金斯原理
1547,黑龍江
1548,電子、化學、海洋及潔淨工程學
1549,參議院一
1550,2010年
1551,漢族四大世侯
1552,喬托號
1553,
1554,烏里雅蘇臺將軍
1555,拿破崙為「社會主義皇帝」。聖西門主義
1556,1949年撤遷臺灣前
1557,蔡[UNK]
1558,德國
1559,十年之力，廢於一旦」
1560,奧地利
1561,
1562,
1563,羅馬共和國時期
1564,細毛
1565,韓國
1566,堅尼地道之間
1567,圖西族
1568,魏博拉盧比民達行業工會向茂宜島上的四大蔗糖種植園發起了最後一次聯合罷工，要求獲得更高的工資並開除五名
1569,五個
1570,張三祿
1571,15世紀以前
1572,百老匯出演
1573,孫權
1574,高血壓
1575,南燕
1576,《中國郵政集團公司章程》
1577,呼籲依法保護、恢復並改良自然環境
1578,大部分
1579,環境保護主義
1580,773年
1581,懷柔區
1582,七間
1583,
1584,光緒十年
1585,1970年代
1586,普通
1587,歐洲足球錦標賽
1588,肌源性的
1589,哈雷阿卡拉
1590,七個
1591,安定兩土司
1592,空面值郵票上加蓋面值出售。這種電子郵票一般無齒孔，分有無背膠兩種。是1981年西德
1593,霜雪。夏季炎熱，常有乾旱
1594,愷撒
1595,臺北市
1596,甲午戰爭
1597,米倫科·韋斯尼奇
1598,1910年
1599,捷克語
1600,1935年
1601,《英華字典
1602,8.6%
1603,袁晁
1604,阿根廷隊
1605,歐洲聯盟
1606,天壇建築的主要設計思想就是要突出天空的遼闊高遠，以表現「天」的至高無上。在布局方面，內壇位於外壇的南北中軸線以東，而圜丘壇和祈年壇
1607,美國
1608,美國
1609,制人
1610,
1611,
1612,三民主義政治理想
1613,
1614,青光眼
1615,社會主義
1616,學會部
1617,1985年至1989年，梅艷芳在十大勁歌金曲頒獎典禮連續5屆奪得最受歡迎女歌星，在1989年
1618,
1619,5位
1620,芽孢炭疽桿菌
1621,1945年
1622,北宋
1623,百老匯
1624,1988年
1625,第二
1626,英國
1627,
1628,1867年
1629,鐵鉉
1630,傑里·威斯特特
1631,《義勇軍進行曲》
1632,美利堅聯盟
1633,卡洛·埃馬努埃萊一世
1634,吉爾吉斯
1635,流域
1636,先來後到的土地分配衝突
1637,重力收縮
1638,勒拿河
1639,厄德
1640,羅馬共和國中後期
1641,由於當時儒教興盛
1642,巴夏禮拒收
1643,克里斯蒂安四世
1644,克萊門森級
1645,高速線哈大客運專線
1646,南部沿海和濟州島
1647,1937年
1648,拿破崙三世
1649,傑弗里·德維爾阿杜安
1650,約翰·莫根
1651,氧化緩慢，所以一般視為具有耐腐蝕性
1652,1852年
1653,咖啡
1654,中國應該統一」
1655,1972年
1656,防禦重點是江淮地區
1657,汪精衛
1658,體育部
1659,斜方晶
1660,直系軍閥
1661,水牛城勇士
1662,孫中山
1663,七月二十四日
1664,賽丁泉天文台
1665,殖民政策
1666,[UNK]染色體
1667,美國
1668,16世紀以後
1669,大陸性氣候
1670,細胞分裂
1671,納瓦拉王國
1672,邱行湘，現代書畫家、美術教育家姜丹書，孫文的秘書狄侃，民國作家王平陵，民革的中央常委許聞天，歷史學家、文學家繆[UNK]，銅版畫家陳曉南
1673,石牆郡
1674,皖系軍閥
1675,楚州人
1676,
1677,1967年
1678,主人
1679,徐樹錚
1680,劉毅
1681,將原「布政司署」改稱為「政府總部」
1682,1861年2月9日
1683,家康
1684,文字
1685,安托萬·拉瓦錫
1686,伊斯蘭教
1687,光度規則
1688,周公據
1689,參議院
1690,重要的財源
1691,680.48盧安達法郎
1692,
1693,加藤清正
1694,經濟蕭條
1695,世族
1696,共
1697,大陸黃金十年
1698,民國33年
1699,1270年
1700,動力系統
1701,三個
1702,孫中山
1703,蒙古帝國
1704,漢武帝
1705,江河級
1706,1996年
1707,
1708,脈搏
1709,親南方的巴爾的摩市民圍攻，士兵向市民開槍後導致了巴爾的摩暴亂
1710,香港天文台是香港特別行政區政府部門及聯合國屬下的世界氣象組織
1711,公元96年[UNK]192年
1712,海河流域
1713,
1714,約700家
1715,第九屆中國溧陽茶葉節
1716,由於全市綠化比例高
1717,請求拿回兵權
1718,澳大利亞
1719,和林哈拉
1720,民國三十七年
1721,7980年
1722,2010年
1723,青島海軍基地
1724,絲路
1725,日本各[UNK]鐵路公司
1726,周恩來
1727,塞爾維亞
1728,腓特烈大街車站
1729,鉀離子通道
1730,黎元洪
1731,迪群股份有限公司，1964年張正式
1732,緬甸軍
1733,第二次世界大戰
1734,1961年
1735,白色
1736,蔣中正
1737,1966年
1738,奈特·麥克米蘭
1739,公元10世紀
1740,1977年
1741,白色
1742,自由聯合
1743,
1744,英國
1745,不依照法定程序進行逮捕、勞教、監視和限制通訊與人身活動
1746,《劃一現行各道地方行政官廳組織令》
1747,論語疏云
1748,西柏林地區
1749,蒸汽膨脹
1750,隋[UNK]帝
1751,副熱帶季風氣候區，全年雨量多而平均，月平均最低溫為一月份的攝氏12.4度，月平均最高溫發生於七月份的攝氏33.6度。全市極東點在貢寮區田寮洋子萊萊
1752,日本
1753,美國心臟學會
1754,大英帝國
1755,《八篇書
1756,塞爾維亞
1757,阿爾薩斯-洛林
1758,路易十四
1759,合作派與抵抗派
1760,自殺
1761,泰晤士河
1762,
1763,1990年代
1764,桃花石汗
1765,24%
1766,韓國
1767,後現代主義設計
1768,1807年
1769,媒體維基」一名，因而經常造成混淆
1770,大會
1771,西安招待所
1772,前12年
1773,安德魯•傑克遜
1774,民間
1775,郵值標籤
1776,拜占庭帝國
1777,1989年
1778,宙斯
1779,農耕節
1780,俄國革命
1781,
1782,李[UNK]
1783,開局
1784,敵我性質
1785,動物命名法
1786,愷撒
1787,一百億年
1788,會稽虞氏
1789,英國
1790,木衛一
1791,
1792,1993年
1793,外蒙古
1794,張聞天
1795,嶄露頭角
1796,傅斯年
1797,五個
1798,找到爆炸地點
1799,安大略湖
1800,羅非魚
1801,語言
1802,劉駿
1803,峽谷河段
1804,53.3%
1805,美國
1806,詹姆斯·史都華
1807,公權力
1808,七歲時，父趙希[UNK]逝世，生母全氏帶他及弟趙與芮返娘家，三母子在全氏在紹興當保長的兄長家寄居，一直到趙與莒十六歲
1809,主要用於保護我方運用空權以及摧毀敵人
1810,1928年
1811,5個
1812,[UNK]時的黑體輻射
1813,曼哈頓
1814,清咸豐年間
1815,弗拉維烏斯·奧古斯
1816,我們
1817,北海道
1818,甲醇
1819,高句[UNK]
1820,因為牛隻列印問題
1821,塔蘭托
1822,
1823,中國
1824,
1825,1941年
1826,細胞核
1827,蒸汽膨脹
1828,十月革命
1829,俄語名為薩哈林島、日語名為樺太島是俄羅斯
1830,過高指標
1831,選舉人數超過三百萬
1832,1943年
1833,多倫多市
1834,顯性文明[UNK][UNK]可見
1835,9倍太陽質量
1836,儒勒·凡爾納
1837,硫是一種非常常見的無味無臭的非金屬，純的硫是黃色的晶體
1838,資產負債表
1839,德川家康
1840,
1841,矮星
1842,徵求改制後的新市名，並舉行網路投票
1843,南朝鮮」；直至1992年兩國建交以後，才改
1844,
1845,公爵博物館
1846,泰勒斯
1847,32.8%
1848,公民投票
1849,鮑羅廷
1850,義大利
1851,紐格威森林
1852,13倍
1853,
1854,《紅樓夢》
1855,1932年
1856,1970年
1857,滇軍在雲南
1858,17世紀初
1859,電子郵票
1860,儒字
1861,突厥
1862,三蘭港
1863,馬克思主義的興起引致俄國
1864,成熟階段
1865,自然本性
1866,
1867,1950年代
1868,缺氧新陳代謝
1869,湯·韋迪加
1870,托木斯克州
1871,傑弗里·德維爾阿杜安
1872,航太
1873,雙位數的百份率增長
1874,中國通俗文化
1875,腓特烈二世
1876,
1877,2000年
1878,1932年
1879,傳統儒家思想
1880,路易
1881,戈翁
1882,臺灣
1883,強調人人平等
1884,1865年
1885,周叔蓮
1886,1924年
1887,德國財政局
1888,平均月收
1889,徐樹錚
1890,法國
1891,詹姆斯·梅特蘭·史都華，暱稱吉米·史都華
1892,周恩來
1893,軍隊士氣低落
1894,後續效應有害
1895,民進黨
1896,法國教士
1897,洛厄爾天文台
1898,加拿大式雙打
1899,三名
1900,原子彈爆炸
1901,金門
1902,3569.5公里
1903,元胡三省
1904,2006年
1905,內閣
1906,1973年
1907,多倫多
1908,京大校園
1909,約翰·洛克菲勒
1910,1960年代末
1911,1815年
1912,甘迺迪
1913,字喃
1914,核膜間隙
1915,半總統制國家轉變為議會制
1916,1977年
1917,穆拉維約夫起草的東西伯利亞喇嘛教
1918,第三次
1919,五分之一
1920,《德意志語言正字大詞典》，又名《杜登詞典》
1921,[UNK]遊戲
1922,這座
1923,類似片
1924,英國
1925,在美國硫酸是所有生產得最多的化合物
1926,德國
1927,水門事件醜聞
1928,斯364線
1929,閻錫山
1930,1997年
1931,托爾金
1932,龍興
1933,中國政府
1934,阿伊努人
1935,約瑟普•布羅茲•狄托
1936,3.8%
1937,風能
1938,艾森豪
1939,270萬平方公里
1940,
1941,帕西瓦爾·洛厄爾建立的，並且有一陣子是由他的第三代堂兄蓋伊·洛厄爾掌管，現在受委託的管理人是威廉·洛厄爾·普特南
1942,二二八事件
1943,紅色
1944,澎湖
1945,二氧化硫可以在肺中與水結合成亞硫酸，亞硫酸
1946,一定程度
1947,1998年
1948,2010年
1949,毛澤東
1950,
1951,高輻射的環境
1952,維基媒體
1953,生物質
1954,1939年
1955,清朝末年
1956,德川家康
1957,他的哲學原理研究
1958,2001年
1959,氣候溫和
1960,維京群島
1961,1431年
1962,鄧穎超
1963,希臘柱式
1964,音樂
1965,為了提防燕王謀反，朱允[UNK]派工部侍郎張[UNK]為北平布政使
1966,奧地利
1967,土耳其
1968,以邁向生產力理論
1969,希波大會
1970,總統府仍留守南京
1971,
1972,淋巴液
1973,斷罰出征
1974,1901年
1975,君臣同治」、「同於順治」的垂簾聽政。同治帝於五歲即位，由二十六歲的生母慈禧皇太后掌權，而一直在母親慈禧太后的控制下，於十八歲
1976,近年
1977,農歷新年時吃元宵、年糕及蘿蔔糕；在端午節
1978,今天
1979,音速巡航
1980,1312年
1981,1888年
1982,
1983,
1984,希洛克勒斯
1985,八大
1986,日抗戰
1987,1989年
1988,元武宗
1989,天文學家
1990,毛澤東
1991,美國
1992,國際非政府組織
1993,伊拉克戰爭期間
1994,中部科學園區
1995,參加野台
1996,隋[UNK]帝即位後，出兵擊破吐谷渾，西突厥也被迫投降，重新控制敦煌，絲綢之路再度打通。大業三年復置敦煌郡
1997,1943年
1998,1893年
1999,收容遣送制度
2000,中國國民黨黨員
2001,《寂靜錢鍾書》
2002,狄拉克是出了名的精確與沉默寡言
2003,金黃飽滿
2004,開放邊禁，採取移民實邊的政策
2005,馮弘處死
2006,黨
2007,核融合也不能繼續產生新的元素，所以未來只能經由重力塌縮來產生進一步的能量。在主序帶上的「歐」型恆星，半徑約為太陽的8倍，發光度
2008,劉少奇
2009,臺灣
2010,1950-1980
2011,
2012,中國大陸政府展開人權領域的對話與合作
2013,尼加拉瓜
2014,幾何學
2015,1998年1月1日
2016,《風之國度》
2017,東歐保護人民
2018,爾丹
2019,可以超越保民官的特權
2020,11世紀
2021,阿普列尤斯
2022,德國人、義大利人和來自東歐的猶太人。華人、俄羅斯人
2023,總能量
2024,尋求美國政府援助，1979年12月國會通過克萊斯勒貸款法案
2025,省務會議
2026,1610年1月7日
2027,荷蘭
2028,喬治亞共和國
2029,1835年
2030,催淚彈鎮壓
2031,衛星電視的傳輸過程一般為：通過衛星將地面基站發射的微波訊號遠距離傳輸，最終用戶使用定向天線
2032,武加大
2033,低自轉
2034,伯利恆修道院
2035,1992年
2036,1987年
2037,
2038,1847年
2039,唐睿宗
2040,1966年
2041,不動產
2042,韓國歷史
2043,林肯
2044,
2045,蒙古
2046,曼尼托巴省的農業發展提供了條件。規模化
2047,軍校任上尉
2048,1599年
2049,3個
2050,赤[UNK]角
2051,
2052,
2053,普魯士
2054,高句麗
2055,鞭長莫及
2056,溧陽籍
2057,社團部
2058,林肯
2059,米洛舍維奇政權倒塌，溫和派領導人科什圖尼察
2060,7.64萬平方公里，人口約49.3萬人
2061,婦女投票權
2062,500毫升
2063,古代
2064,民國四年
2065,蒙古人
2066,正德十一年
2067,
2068,愛爾蘭島
2069,冬季奧
2070,劉少奇
2071,意圖在華中會合
2072,瀧川
2073,莫高窟
2074,電穿孔細胞
2075,決心儘早訪問中國
2076,13次
2077,1924年
2078,梁啟超
2079,期貨合約
2080,臺灣
2081,義大利行省經濟的敗壞
2082,米高梅以及20世紀福克斯的試鏡，還曾在華納兄弟的電影中露過面，不過華納和福克斯都沒有進一步接觸史都華
2083,彌次郎的引介之下，攜同兩位耶穌會士經麻六甲海峽，輾轉抵達彌次郎的家鄉－日本南部九州的鹿兒島
2084,外傭達
2085,客運用電聯車
2086,煤煙消除會
2087,威廉·赫歇爾
2088,非逃港者
2089,柏拉圖
2090,實踐中教法
2091,塔蘭托戰役
2092,下納瓦拉
2093,阿爾卑斯山
2094,孫中山
2095,1998年
2096,漢馬伏波
2097,一億光年
2098,1995年
2099,紅矮星
2100,日語
2101,阿爾法級別
2102,19世紀到20世紀高地德語開始代替當地的語言。在這之前
2103,草本
2104,涵元殿
2105,奧斯卡·赫特維希
2106,1971年
2107,漢諾瓦
2108,段祺瑞
2109,無痛分娩
2110,民國18年
2111,俄羅斯人
2112,1913年
2113,法國東部
2114,灣仔
2115,拉丁語
2116,外籍人士
2117,畢達哥拉斯
2118,愛格思海金斯
2119,苯教
2120,第53
2121,愛德華一世
2122,大教堂
2123,一次世界大戰時期
2124,大量安眠藥
2125,史坦波中心
2126,《科學怪人》
2127,富蘭克林·德拉諾·羅斯福
2128,第一架
2129,泰國
2130,布政司署
2131,
2132,司馬休
2133,中共中央副主席
2134,
2135,細胞膜
2136,第二殖邊督辦公署
2137,安定
2138,
2139,燕王朱棣起兵造反，援引《皇明祖訓
2140,1569年
2141,長崎縣
2142,申城
2143,德川家
2144,河川
2145,自然環境
2146,香港村
2147,反托拉斯法系統
2148,1925年
2149,港英政府
2150,德國
2151,亞熱帶地區，大部分種類是草本，也有少數是灌木或小喬木，整個植株都有導管系統，分泌白色、黃色或紅色的汁液。單葉互生或對生，無托葉
2152,同年
2153,古希臘語
2154,戡亂建國教育實施綱要》
2155,
2156,卡拉恰伊湖
2157,王藍
2158,南成旭
2159,東晉元帝
2160,光球層
2161,漢字
2162,絲綢之路
2163,5642米
2164,殺蟲劑中毒
2165,寮國
2166,
2167,積水潭
2168,羅曼努斯二世
2169,
2170,浮動匯率制度。從1953年到1973年，以計劃經濟制度
2171,農業
2172,4至5月
2173,將兩國國界以黑龍江為基本界限劃清
2174,漢馬伏波
2175,雲南省
2176,美國
2177,土地改革
2178,宋文帝
2179,艾瑪·史東
2180,以漢諾瓦
2181,
2182,玉泉北路
2183,1789年
2184,25個
2185,旅遊業
2186,德謨克利特發揚光大。其後以柏拉圖
2187,質學院
2188,2007年
2189,國家歷史文化名城稱號
2190,維基媒體基金會
2191,一省
2192,六條河
2193,非婚生的方式
2194,中山市
2195,最佳演唱團體獎
2196,兩種
2197,秋冬春涼且潮溼，全年氣候溫和，如地中海地區、美國加州、南非開普敦地區等。主要植物以硬葉灌木植物為主。夏季的旱季時常發生火災
2198,現代精神醫學
2199,機炮
2200,左衛門
2201,威尼斯影展
2202,性別演化
2203,第一心音
2204,吉爾吉斯
2205,四帝共治制是羅馬皇帝戴克里先創立的一個治理模式。由於他看出羅馬帝國過去兩、三百年間世襲制度
2206,韓國海關
2207,奧地利
2208,2009年
2209,牛胃氣膨脹
2210,北源沮水
2211,學者經常把吠陀梵語和古典或「波你尼」梵語區分為不同的方言。儘管它們
2212,受道家老子思想的用詞影響
2213,模特兒
2214,印第安納大學俱樂部
2215,低可偵測性
2216,1971年
2217,高速公路
2218,勞力密集工業
2219,東芝
2220,新北市
2221,川本芳昭
2222,東羅馬帝國
2223,外觀圓短
2224,商業貿易
2225,溫元凱等人曾公開支持「要求進行民主選[UNK]」的遊行
2226,2002年
2227,620年
2228,民國2年
2229,第一公民
2230,現代主義
2231,天主教，37.1%是新教徒，還有4.6%的人口是穆斯林，另外還有1.7%的人口聲稱自己沒有宗教信仰。傳統宗教
2232,美利堅聯盟國
2233,然羅馬皇
2234,
2235,1929年
2236,《禁書目錄》
2237,心室底壁組織
2238,馬來西亞
2239,湯瑪斯·勃蘭契特·瑞德
2240,周恩來
2241,運動能力
2242,戰鬥機為轟炸機
2243,日本
2244,同年
2245,帽子工廠》
2246,1897年
2247,威廉·赫歇爾
2248,印尼
2249,民國十六年
2250,劉宋前期繼承東晉門閥政治的地理格局，以荊州
2251,爾法學院
2252,28個
2253,
2254,國防部空軍司令部
2255,北京
2256,1945年
2257,清軍
2258,世稱恭順
2259,1972年
2260,2013年
2261,拉丁字母
2262,高速線
2263,1918年
2264,
2265,非金屬類材料
2266,基督教
2267,聯合國人權委員會
2268,
2269,電漿態的氫
2270,足式臀位
2271,約翰·莫根創建了北美洲第一所醫學院，使學校成為事實上的大學。但一直到1779年，賓夕法尼亞政府才通過立法對學校進行改組，將其正式命名為賓夕法尼亞州大學
2272,後續效應
2273,內穀類作物
2274,
2275,[UNK]染色體
2276,後代
2277,
2278,劉宋
2279,孫權
2280,第二心音
2281,東晉元帝在江乘縣僑置南東海郡、南琅琊郡、南東平郡、南蘭陵郡。南琅琊郡寄治在江乘縣的金城。金城為三國東吳修築。三國志•吳書•孫和傳中記載：寶鼎二年十二月
2282,擺脫螺旋槳
2283,道格拉斯
2284,有關稻
2285,阿爾巴尼亞
2286,五個
2287,民國25年
2288,東南部隔松花江
2289,夏洛特
2290,趙希[UNK]逝世，生母全氏
2291,探測器
2292,2008年
2293,
2294,紅水河
2295,北海道
2296,斯芬·佩斯
2297,韓國2013年
2298,灣仔
2299,6.6千兆瓦
2300,湯姆·克蘭西
2301,1200萬名
2302,
2303,2008年
2304,29.48萬人
2305,1998年
2306,鞏高峰
2307,三蘭港
2308,12個
2309,
2310,沿用科大
2311,焦爾達諾·布魯諾
2312,
2313,南燕
2314,
2315,敵我性質
2316,南蠻校尉
2317,圓口綱
2318,1180年
2319,三歲
2320,嗜賭者自殺風險
2321,錫巴里
2322,阿克爾自治市
2323,香港人
2324,雜亂無章
2325,義大利
2326,
2327,[UNK]分數評估
2328,一街區之隔，始建於1986年的西校區，則以信息科學學院、生命科學學院等工科院係為主。東、西、南、北四校區之間均有校園巴士接駁，在校師生刷校園一卡
2329,
2330,請師
2331,臭氧層
2332,新杜老誌夜總會
2333,國民政府
2334,威尼斯
2335,漢字
2336,1939年
2337,供寄遞郵件貼用的郵資憑證
2338,綜合應用
2339,愷撒
2340,大河
2341,工農紅軍
2342,文學與音樂方面作品
2343,《四十二章經》
2344,薩沃亞家族
2345,工業發展
2346,利希・弗格勒
2347,第4套
2348,景洪市
2349,《韓國憲法》
2350,爭取陽光
2351,《失落的故事集》
2352,1918年
2353,1563米。太白山脈向西南延伸的部分被稱作小白山脈，長約350公里
2354,原始宗教
2355,第1區
2356,博物學
2357,餐館在13世紀的中國杭州發展起來。當時的杭州
2358,
2359,1973年
2360,馮特
2361,彰化市民代表會
2362,法國大革命時期
2363,清朝
2364,
2365,朱德一
2366,妹出海逃亡
2367,理國時期
2368,1958年
2369,東經
2370,站房設計
