Id,Answer
2371,韓語
2372,逼·發射光譜·星
2373,量子光學
2374,
2375,1927年
2376,2014年
2377,灣仔
2378,2007年
2379,法國，法國因此遭受了重大損失，但克萊蒙梭的政策仍過分激進，對德國過分苛刻。而且條約是勝利者強加於失敗者的和平，是對德國
2380,利用外交手腕防止了敵人在1760年10月前的大規模入侵
2381,羅斯托克港
2382,為了鞏固自己及子孫的統治
2383,文字與語言方面，一般是通用蒙古語
2384,二氧化碳
2385,元太宗
2386,15625億
2387,印度教經文
2388,1230年
2389,918年
2390,北非作戰階段
2391,政府
2392,1987年
2393,核酸酶
2394,家軍難
2395,28年前
2396,加拿大式雙打
2397,心室底壁組織
2398,許昌縣誌
2399,前34年
2400,2901.3平方公里
2401,新北市
2402,魯斯蒂謙
2403,高等學校新生入學考試制度
2404,
2405,科大校歌
2406,19世紀
2407,檀君古朝鮮
2408,康熙帝
2409,楊亨燮
2410,清宣宗時代
2411,
2412,士兵
2413,
2414,四次
2415,林彪
2416,[UNK][UNK]可見
2417,1973年
2418,錫克教
2419,慢病毒載體
2420,社會輿論
2421,1603年
2422,一
2423,紐格威森林
2424,2005年
2425,收放式起落架
2426,新石器
2427,
2428,·基爾比於1958年和羅伯特·諾伊斯
2429,1958年
2430,聯合國屬下的世界氣象組織
2431,條約規定的賠償金額中的一小部分，但即使這一小部分也給德國經濟造成了極大負擔並導致了近1/3的通貨膨脹
2432,
2433,布政司署
2434,35%
2435,橫徵暴斂
2436,
2437,1958年
2438,2010年
2439,柏樹林
2440,7920公里
2441,仙台市
2442,
2443,表示作為郵資使用過
2444,哈爾濱
2445,2000年
2446,義和團事變
2447,混合苦膽的酒
2448,太宗即位之初
2449,起草法案
2450,2008年
2451,第五次調整
2452,米蘭·內迪奇
2453,19世紀晚期
2454,豐富銀礦
2455,合不勒汗
2456,高句麗
2457,鄂畢河
2458,3年
2459,49.3萬人
2460,巴納德
2461,量子光學不只是理論而已，像雷射等現代光學設備其中的原理都是以量子光學
2462,
2463,哈德遜河
2464,全國地圖正保御國繪圖
2465,民國3年6月24日
2466,醫療保險
2467,主序帶
2468,坎貝爾
2469,港島區
2470,
2471,相繼統治
2472,五大書記全部
2473,二十歲
2474,長盤
2475,中村法道
2476,瓊山
2477,阿忽台
2478,391年
2479,英國精神醫學期刊
2480,1849年
2481,1276年
2482,13小時
2483,質量更大的恆星，氦
2484,新校地
2485,忽必烈
2486,巴西爾二世和君士坦丁八世
2487,黑死病
2488,第二次世界大戰中
2489,哈雷阿卡拉
2490,硫酸
2491,氮化硫
2492,五位
2493,1972年
2494,都市計劃
2495,表面輻射
2496,
2497,無痛分娩
2498,6位
2499,會稽虞氏
2500,煤煙消
2501,公民化
2502,
2503,國民政府時期
2504,·基爾比
2505,母親
2506,燕王朱棣
2507,海邊
2508,匹茲堡
2509,威廉·赫歇爾
2510,中山高速公路
2511,《動員戡亂時期臨時條款》
2512,黑龍江
2513,1989年
2514,花垣鎮
2515,東部
2516,毒品一向素
2517,13倍
2518,韓國
2519,正式踏上星途
2520,第三次
2521,泰國
2522,
2523,孔恩
2524,古希臘人駕船穿過黑海去往該地，也遇到了索契當地土著。索契
2525,羅非魚
2526,西南大學
2527,支持臺灣獨立
2528,新天皇光明天皇策封他
2529,托木斯克
2530,阿聯
2531,1897年
2532,《臺灣自救運動宣言》
2533,用地
2534,十億年前
2535,1486年
2536,英國
2537,1970年代
2538,1500公里
2539,南極條約體系一年一度的「南極條約協商會議」
2540,布里亞特人
2541,建炎二年
2542,民國時期
2543,1849年
2544,279年，楚國大將庄[UNK]遠征到達滇池地區，由於秦國打敗了楚國，無法回國，而被迫留在滇池以南地區，變服從其俗，建立了滇國。前109年
2545,中國大陸
2546,1584年
2547,羅山
2548,1899年和1906年
2549,釋迦
2550,1950年
2551,1640年
2552,郵票
2553,約翰二世·科穆寧皇帝
2554,四條
2555,以圓潤沉厚的聲線在電視上獻唱徐小鳳名曲〈風的季節〉，摘下新秀冠軍，正式踏上星途
2556,1841年2月10日
2557,1999年
2558,1991年4月
2559,西元977年編的太平廣記是古代
2560,國家預防腐敗局
2561,噪音過大
2562,大學生研究計劃
2563,未更動
2564,1994年
2565,王亞南
2566,
2567,八零年代
2568,1234年
2569,不少期
2570,瑞派克路
2571,[UNK][UNK]
2572,第二代
2573,當局
2574,康熙三十二年
2575,工業門類以重工業
2576,德國聯邦印刷所
2577,1952年
2578,終於慢慢的進入民主政治的運作
2579,魚雷
2580,十月革命
2581,勞動黨
2582,120張
2583,1世紀前
2584,2016年2月22日
2585,在各個市政領域推動都市轉型計畫
2586,
2587,興十一年
2588,烈女義坑
2589,地球大氣的臭氧層
2590,
2591,廣東籍
2592,羅馬帝國
2593,自由派
2594,1990年代
2595,秋明州
2596,倫敦煙霧事件
2597,史都華
2598,自由、平等、博愛
2599,韓國
2600,不穩定性
2601,多瑙哲羅魚
2602,亨利克萊
2603,敦煌
2604,洛東江
2605,哈德斯菲爾德的總教練赫爾伯特·查普曼
2606,噪音過大
2607,廿八歲
2608,中央軍
2609,2016年
2610,
2611,因健康和年老
2612,
2613,2比1
2614,參議院一般較眾議院
2615,1861年
2616,1991年
2617,擁有領土主權
2618,1953年12月
2619,白[UNK]紀
2620,1月27日
2621,曼莫漢·辛格
2622,刺激性
2623,會戰
2624,民主黨
2625,1895年
2626,12月25日
2627,
2628,洛東江
2629,拒絕投降
2630,伶人小六如、春眉，娼小鳳輩，皆邀幸。」又有人
2631,[UNK].[UNK]
2632,馬爾吉特
2633,發球失誤
2634,第一次鴉片戰爭
2635,特殊黨員
2636,中國
2637,蔡素玉
2638,英國
2639,工藝上的難度不獲好評
2640,中共十五大
2641,2006年，央視第一條高清付費頻道[UNK]高清影視頻道開播。2008年
2642,4個
2643,溫州
2644,歐斯納
2645,《宅地法》
2646,大學老校園
2647,駐越美軍
2648,西班牙
2649,住宅合作社
2650,1848年
2651,2016年9月30日
2652,效益主義
2653,解放軍
2654,1946年
2655,伊斯蘭教
2656,元弘之亂
2657,6-8月
2658,
2659,暴雪娛樂
2660,第二次世界大戰
2661,歐洲人
2662,理論心理學
2663,西方墨點法
2664,314.23萬人
2665,
2666,戰鬥機
2667,克列孟梭
2668,乙氧基乙烷，是一種醚類。乙醚是一種無色、易燃、極易揮發的液體，其氣味帶有刺激性，以前被當作吸入性全身麻醉劑，也是常見的毒品加工製作材料
2669,
2670,臺灣
2671,中部科學園區
2672,1799年
2673,特瓦族是該國生活在森林中的最早居民俾格米人
2674,中宮寺
2675,麻州
2676,杜林
2677,庫侖阻力
2678,多數私立中式學校都面對的問題
2679,三一九槍擊事件」
2680,天主教會
2681,古羅馬
2682,
2683,三七五減租和公地放領等土地改革政策
2684,塞爾維亞
2685,2013年
2686,忠孝橋
2687,母親
2688,1960年
2689,高崗
2690,1925年
2691,二氧化碳
2692,大學文憑
2693,台灣小百岳
2694,爭議性的文章，以使存在爭議的文章能夠更嚴格地被審查。《科學》期刊也表明《自然》雜誌有可能採用這之後相同的論文審標準。甘迺迪為《科學》期刊的審查系統作辯護，指出嚴格應對造假只能是「為了揪出偶然的作弊者而對眾多科學分支採取不計成本而又冒犯性
2695,1779年
2696,印尼蘇
2697,人本主義
2698,首爾塔洞公園
2699,
2700,帝國
2701,公開產品
2702,5.7
2703,玉米
2704,《網球場宣言》
2705,什錦麵
2706,以令人讚嘆的演說獲得廣泛人民的支持
2707,東歐保護人民
2708,79年
2709,陳誠
2710,阿爾比
2711,大馬哈魚
2712,美軍
2713,甘蔗
2714,
2715,定用戶組
2716,懷特·厄普
2717,昆明市區交通
2718,2010年
2719,洛可可風格
2720,憲模式
2721,2008年
2722,納粹黨
2723,清政府
2724,威廉二世
2725,大陸黃金十年高峰
2726,漢魏故城
2727,英京
2728,深懷日本關東軍殺父之仇
2729,威廉一世
2730,定向天線
2731,1668號
2732,1702年
2733,提高反應與效率
2734,東南亞
2735,同盟國
2736,1944年[UNK]去世後
2737,臺灣國語
2738,布里斯托爾
2739,鐵路運輸
2740,庫曼
2741,牛津鯨龍的化石出土於英國的另一個地層，時間為侏[UNK]紀中到晚期，年代較短體鯨龍更早。在1970年代，古生物學家
2742,黃金自由貿易
2743,趙世延
2744,耗資6億美元
2745,大韓帝國
2746,城市信封
2747,第265任
2748,蒸汽機車
2749,自殺
2750,20%
2751,阿拉瓦克印第安人
2752,填海
2753,[UNK]集團
2754,兩馬赫
2755,69個
2756,蘿蔔糕
2757,伽利略
2758,1875年
2759,裏海
2760,1863年
2761,1880年
2762,16世紀末葉
2763,
2764,阿爾卑斯山
2765,同年
2766,毛利家
2767,英國
2768,東洋魔女
2769,拿破崙
2770,4個月
2771,逢京大年度慶典
2772,中華人民共和國
2773,愛格思海金斯公司
2774,阿拉巴馬州
2775,1994年
2776,《名人傳》
2777,黃龍
2778,傑斐遜·戴維斯
2779,1799年
2780,70%
2781,尼夫赫人
2782,制
2783,國民黨
2784,入學考試
2785,以此聯想到生物演化發生的機制
2786,幹半島
2787,卡拉巴赫
2788,1986年
2789,古中國
2790,漢諾瓦
2791,五大宗教
2792,心血管疾病
2793,科技園
2794,元朝
2795,方鉛礦
2796,法國大革命
2797,超級基金法
2798,大有國
2799,納粹德國
2800,募兵制
2801,1933年
2802,2015年
2803,三藩之亂
2804,1765年
2805,羅馬帝國
2806,《有關國軍參與海外派遣活動的法律案》
2807,大滿貫
2808,華沙
2809,伯力
2810,外交政策
2811,長度
2812,1546年
2813,約翰二世·科穆寧皇帝
2814,凡爾賽宮宮殿
2815,北海道帝國大學農學部
2816,2008年
2817,信陽市
2818,地區邊界」
2819,
2820,一下階元
2821,2016年
2822,1789年
2823,西線方面，1235年窩闊台汗命朮赤長子拔都、貴由與蒙哥、速不台等第二代蒙古王子發起蒙古第二次西征，史
2824,第十五屆國際動物學會議
2825,假意將官屬全部捆縛，請二人進府查驗
2826,金靴獎
2827,克拉科夫
2828,考古學證明天文學
2829,
2830,
2831,氧化亞氮氣體
2832,不像其他版本聖經的傳統順序
2833,孫叔敖
2834,藍玉
2835,買賣雙方
2836,電動力車
2837,銀熊獎
2838,戡亂建國教育實施綱要》和一系列法令，在日常教學中大力灌輸反共思想與中華傳統文化，並推行髮禁等規範學生日常行為的措施。1968年
2839,超音波
2840,釣魚臺
2841,6座
2842,1952年
2843,武昌起義
2844,拉卜楞寺得到河州總鎮衙門特許，設置「臬倉」，直接管理寺院周圍13莊政教事務
2845,專一性高
2846,第一波新政
2847,非歐幾里得幾何
2848,1976年
2849,美國
2850,第2758號決議案
2851,1980年
2852,楊森
2853,1859年
2854,托勒密知道漢朝在歐亞大陸的最東端
2855,學生社團方面，有社團部以及學會部。社團部
2856,阮彌之
2857,粵西
2858,羅斯托克港
2859,古老
2860,约瑟夫·斯卡利格
2861,寧波人大量移民上海，湖州人
2862,九龍灣
2863,暴雪娛樂
2864,信仰純化運動
2865,良好行為
2866,羅馬士兵
2867,1982年
2868,烏干達
2869,1000米
2870,馬關條約
2871,自由派
2872,大陸性季風氣侯
2873,214微克
2874,第三次
2875,盧安達的現行憲法
2876,唐朝
2877,西南地區
2878,1953年至1957年
2879,不知道散彈槍
2880,海南
2881,排名評比
2882,生理性別
2883,共同祖先說
2884,機，攔截機
2885,寮國
2886,2000年
2887,發願之後
2888,克萊門森級驅逐艦
2889,電影界主流
2890,聯合國的合法席位和否決國民黨代表
2891,武漢大學
2892,第三心音
2893,1989年
2894,史達林
2895,
2896,美國
2897,南遷廣州
2898,太空載具在太空的航行活動。科學界一般
2899,沉默寡言
2900,浙江
2901,元滅宋之戰
2902,亞歷山大·羅德
2903,霍諾里烏斯
2904,多倫多是多元文化的聚集中心。每年舉行的文化節目包括6月的同性戀自豪節，夏季的加勒比節，而北美
2905,《農書》
2906,烏蘭巴托，以1911年作獨立紀元，允許蘇聯駐軍。但中國及英、美等當時主要國家政府皆未承認。1924年，中國唐努烏梁海
2907,中世紀中期
2908,瑞派克競賽
2909,庫曼語
2910,台南
2911,現代精神醫學
2912,
2913,1987年
2914,發願
2915,6月1日
2916,阿爾沃蘭海
2917,效果比主動宣傳
2918,反映出資產負債表中各個項目對現金流量的影響
2919,1923年
2920,鏡廳
2921,劉裕
2922,
2923,托列斯海峽。雪山山脈和馬勒山脈橫貫全島，海拔4000公尺以上；最高峰查亞峰
2924,自由民主黨
2925,印度洋
2926,49.5
2927,有極端大陸性氣候
2928,磷礦石
2929,曼哈頓是美國
2930,
2931,1512年
2932,成熟階段
2933,肌萎縮性脊髓側索硬化症
2934,河西姑臧
2935,哈德良
2936,《關於托勒密和哥白尼兩大世界體系的對話》
2937,慢病毒載體
2938,發明
2939,種族區分的聯邦行政區，內部局勢更緊張。前者希望馬其頓、伏伊伏丁那、黑山與塞爾維亞合併，克羅埃西亞則想與達爾瑪提亞
2940,南成旭
2941,鄰國
2942,
2943,
2944,國民政府
2945,明朝
2946,武器設計製造人才
2947,2002年
2948,探測器
2949,50個
2950,鐵路車站
2951,冬無嚴寒
2952,1874年
2953,撒爾塔
2954,金泳三
2955,以擅長隨心所欲控制自己的體重
2956,新生代時期
2957,印度國大黨
2958,防空海報中被稱為「重慶機
2959,木華黎
2960,柴電動力車
2961,宗教業務
2962,聯合國
2963,內需市場
2964,多瑙哲羅魚
2965,翻版金日成
2966,香港機場
2967,奧地利
2968,中華民國99年12月25日正式
2969,愛爾蘭島
2970,
2971,汽運
2972,敦煌石窟
2973,鍾祥蘭台宮
2974,朝鮮經常遭到倭寇的侵擾。當時掌握日本政權的豐臣秀吉蓄謀以朝鮮
2975,1972年
2976,國際航空
2977,兩天
2978,喀喇汗國也是突厥人的第一個伊斯蘭教王朝
2979,颶風戰鬥機
2980,黨內上層
2981,1932年
2982,1952年
2983,埃及
2984,1986年
2985,
2986,紐科門
2987,村民委員會
2988,議會大廈
2989,
2990,《韓國憲法》
2991,岳飛
2992,宿衛軍
2993,茶道
2994,1637年
2995,西晉
2996,
2997,8月下旬
2998,行星
2999,一次世界大戰時期
3000,大朝鮮國
3001,麻省理工建築
3002,對比建成環境，建成環境當中包括區域和組件受人類的強烈影響
3003,1171年
3004,《日韓合併條約》
3005,織田氏
3006,統治階級
3007,民國四十三年
3008,眾議院選舉
3009,魏源所著聖武記
3010,保祿六世
3011,阿拉伯宗
3012,庫務局
3013,印度-雅利安語言
3014,
3015,先發制人
3016,艾瑪·史東
3017,1622年
3018,第二產業發達，種類繁多，第三產業
3019,自轉軸
3020,怒江州，東北臨大理州
3021,25個
3022,史蒂芬
3023,查士丁尼一世
3024,華北平原
3025,俗雲萬里石塘
3026,卡拉卡爾帕克族
3027,博物學
3028,摩斯科格族
3029,羅馬共和國
3030,辛亥革命
3031,六十年
3032,9月
3033,伊斯蘭教的可汗，更重要的是他也是世界歷史上第一個皈依伊斯蘭教的突厥人可汗。喀喇汗國也是突厥人的第一個伊斯蘭教王朝
3034,總督」，正式官銜為「兵部右侍郎兼都察院右都御史
3035,六四天安門事件
3036,周恩來做了自我檢討，而劉少奇自忖我們
3037,《北京條約》
3038,1976年
3039,1958年
3040,森林面
3041,國民議會
3042,第二產業
3043,受到社會普遍的譴責
3044,九部
3045,anticipation
3046,3766人
3047,外交政策
3048,300公厘
3049,馬來西亞
3050,南宋洪邁
3051,淮安區
3052,土地起伏大
3053,袁世凱
3054,2002年
3055,5倍
3056,西里爾字母
3057,福建商船
3058,中國共產黨紀律檢查機關
3059,第幾大的城市為美茵河畔法蘭克福?[SEP]法蘭克福，正式全名為美茵河畔法蘭克福，是德國中西部的黑森邦的第一大城市，也是德國的第五大
3060,契約經濟
3061,
3062,郭素
3063,為了保護蒙古人地位
3064,財經政策，調劑各解放區財經關係和收支，同時著手開展統一貨幣的工作。1947年10月成立了以南漢宸
3065,修正主義
3066,葉赫那拉氏
3067,金正恩
3068,對空中武力
3069,蘇聯
3070,明朝
3071,伊拉克
3072,北德
3073,劉少奇
3074,90年代
3075,溫尼伯國際機場
3076,朝鮮
3077,布爾什維克革命
3078,十分罕見
3079,一般遊客團體
3080,黑龍江
3081,奧勒良
3082,昆明長水國際機場
3083,宮廷權力爭鬥
3084,中國立法規定了選舉的自治組織中，以居民委員會和村民委員會最讓人關注，因為這兩個組織在實際生活
3085,民國29年
3086,第二帝國
3087,1969年初，劉少奇患重病，由中南海特派的搶救組予以搶救。1969年10月17日
3088,通化市
3089,鄭成功
3090,烏孜別克族人
3091,農業
3092,三年海水
3093,金泳三
3094,2006年
3095,庫納巴拉班
3096,打壓反對者
3097,戰鬥機護航
3098,馬加人
3099,1938年
3100,巴西隊
3101,珍惜親情等傳統儒家思想
3102,直腿
3103,駱克道
3104,71.7公里
3105,拜占庭帝國
3106,肌源性
3107,廣電總局
3108,合不勒汗死
3109,艾森豪
3110,查理檢查站是盟軍占領軍開設的檢查站，但僅為外交人員和外國公民使用。腓特烈大街車站
3111,通惠河
3112,雲貴高原
3113,喀喇汗國
3114,1914年
3115,紅衫軍運動
3116,元廷
3117,中興街
3118,綠窗口
3119,旋位置來表達壓強資訊。在電學中，電壓
3120,希臘文化
3121,幽州
3122,於慢慢的進入民主政治的運作
3123,庫倫戰敗
3124,1970年代
3125,線廣播
3126,
3127,周恩來
3128,貴霜帝國
3129,二戰後，人們意識到大氣污染廣泛散布，深恐核戰爭和核試驗導致放射性物質墜落。隨後，一個非核事件，即1952年
3130,南海縣
3131,華府風雲》
3132,韓國
3133,過度漢化
3134,遠期規劃控制用地
3135,李東陽
3136,1916年
3137,[UNK]糯
3138,橫越天空的角動量
3139,印度教
3140,青天白日勳章
3141,尼古拉杜霍寧
3142,浙江紹興浙軍第二旅第六團第三連當見習官
3143,
3144,信陽市
3145,1782年
3146,1867年
3147,亞伯拉罕諸教認為生命神聖，所以自殺有違上帝旨意。在日本武士時代
3148,美國哈佛
3149,約瑟普•布羅茲•狄托
3150,豐田汽車
3151,政府財政撥款
3152,1918年
3153,1972年
3154,高架電纜
3155,
3156,伊薩克
3157,根據類型常可區分為有絲分裂
3158,卡爾施塔特
3159,阿拉伯字母
3160,二氧化碳
3161,建國後的幾個十年中，韓國對憲法進行了九次修訂。最新的一次憲法修訂時間
3162,《經世大典》
3163,黃琪翔
3164,中國人民銀行
3165,工廠
3166,玫瑰盃
3167,2008年
3168,土地改革
3169,約50名
3170,荷蘭皇家研究所
3171,楊成武則認為周實際上擔任中央專案組負責人和領導者，並針對劉少奇、賀龍、彭真等人主持專案工作。對於周恩來
3172,1739年
3173,自由市
3174,柏林圍牆
3175,
3176,商業
3177,安陽鎮
3178,東側
3179,田春蔚
3180,冬季奧運會
3181,動物命名法
3182,
3183,艾薩克·牛頓
3184,馬薩諸塞州
3185,6世紀末到7世紀
3186,第一個階段
3187,塞爾維亞
3188,麗貝卡·布蘭克
3189,《義勇軍進行曲》
3190,太平洋戰爭
3191,宋元豐五年
3192,韓文報紙和雜誌
3193,莫敦梅
3194,北京
3195,
3196,巴洛克風格
3197,軸心國武裝
3198,發願之後
3199,
3200,俗世
3201,受貨幣經濟影響
3202,歷代紀傳體史書中后妃傳
3203,民國時期
3204,曼努埃爾一世
3205,摩斯科格族
3206,31個
3207,強迫韓國文壇日語化
3208,新北市
3209,台灣
3210,庫頁島
3211,
3212,1235年
3213,研究敦煌石窟
3214,台北港特定區
3215,法國馬賽
3216,2017年
3217,哈里發軍隊
3218,台北港
3219,
3220,英屬維京群島
3221,1945年初，德國撤出南斯拉夫。南斯拉夫民族解放反法西斯議會在11月的制憲會議宣布南斯拉夫成立共黨政府，罷黜君主制。1946年
3222,30人
3223,鱷魚
3224,少數山峰
3225,35號決議
3226,一」字形布局
3227,日本人鎮壓
3228,江北地區
3229,希臘文化
3230,19世紀
3231,海鮮
3232,匈奴人一路
3233,阿忽台
3234,倭國
3235,1949年
3236,中國走私
3237,
3238,78.5萬美金
3239,昆明長水國際機場
3240,豐田汽車
3241,兩棲動物
3242,負責全國邊海防工作
3243,
3244,1961年
3245,馬爾吉特
3246,
3247,康德也猜想某些在夜空中看見的星雲可能
3248,傑羅姆萊特文教授亦改寫了認知科學的發展史。除了十多位諾貝爾經濟學獎得主之外，九位約翰•貝茨•克拉克獎
3249,漢族人口居多，2010年末共有314.23萬人
3250,24位
3251,高加索山脈
3252,國民政府
3253,軍事科研活動
3254,紀律檢查機關
3255,運糧困難
3256,民主黨
3257,1627年
3258,求其放心
3259,使用大量優勢兵力向西擊敗法國然後再掉頭往東對付俄國，然而德國總參謀長小毛奇卻害怕德軍在東線戰線上沒有足夠兵力應付俄國
3260,國民黨一黨獨大
3261,公元第二世紀
3262,[UNK]-29轟炸機
3263,蒙古大汗
3264,高句麗的擴張與集權化，導致了與漢朝玄菟、樂浪二郡的直接武力衝突。漢朝軍事壓力
3265,1924年至1926年
3266,1月1日00:30
3267,鄧小平
3268,民國23年
3269,
3270,鐵元素
3271,風暴
3272,大恐慌
3273,民國元年
3274,1940年
3275,1233年史彌遠死後，理宗才開始親政。權相史彌遠共擅權二十六年
3276,2013年
3277,卡爾施塔特
3278,重要性扮演不可言喻的角色，例如魔鬼終結者2
3279,
3280,
3281,《天體運行論》納入《禁書目錄》
3282,馬英九
3283,中華民國政府
3284,朱允[UNK]次子朱文圭
3285,巴夏禮
3286,廣島市
3287,私立大學
3288,毒品一向素
3289,韓國網
3290,失業率沒有
3291,1891米
3292,馬來西亞
3293,烏爾蘇拉
3294,92%
3295,李[UNK]
3296,麥羅沃州
3297,第十屆全國人大第五次會議
3298,馬林諾夫斯基
3299,
3300,成吉思汗攻佔漢地後，有賴耶律楚材與木華黎
3301,荊州士族
3302,消極的制度治理臺灣，導致社會動盪不安
3303,李宗仁
3304,籃子貨幣
3305,1971年
3306,1281年
3307,
3308,
3309,高加索山脈
3310,士兵
3311,明朝
3312,動物脂肪
3313,
3314,奈及利亞
3315,1955年
3316,8市83町村
3317,馬爾馬拉海兩岸地區和附近一些島嶼，以及5/8的君士坦丁堡城
3318,奧爾良王朝的路易·菲利普國王
3319,中華民國政府
3320,1912年
3321,1965年
3322,鐵會
3323,中國通俗
3324,9世紀
3325,拿破崙大
3326,內蒙古
3327,林邑軍
3328,宋孝宗
3329,西莒島青帆村
3330,美元
3331,1.4
3332,獅子派
3333,乾隆皇帝
3334,有意無意
3335,1998年
3336,西班牙
3337,朝鮮民主主義
3338,成吉思汗時代
3339,打壓反對者的方式取得權力
3340,地中海
3341,1908年
3342,一千一百萬
3343,銀河水管弦樂團團長文慶鎮及王在山輕音樂團
3344,羅曼努斯二世的兒子巴西爾二世和君士坦丁八世
3345,空氣汙染
3346,1949年
3347,岳飛的文學才華
3348,劉牢之
3349,105名
3350,什錦麵
3351,五分之四
3352,上海人
3353,民族主義復活
3354,德國
3355,現代漢語
3356,集安
3357,1970年
3358,毒化合物硫化氫
3359,李·亞科卡
3360,五年
3361,瓜拿納樹
3362,胡圖族
3363,內層
3364,絕對零度
3365,慢病毒
3366,克列孟梭總理的觀點也概括了法國民意
3367,馮特也是第一個把自己稱為心理學家的人。其他早期而重要的心理學家包括艾賓浩斯等。19世紀末、20世紀初，西格蒙德·弗洛伊德
3368,2006年
3369,白[UNK]紀中期
3370,克拉克獎
3371,克勞德夏農
3372,不列顛印度軍隊
3373,1932年
3374,人口較南方多出許多
3375,1964年
3376,
3377,法語
3378,政治主張
3379,行政院
3380,合肥市政府
3381,理查特里維西克
3382,一般旅客不可進入坑道內參觀
3383,彌爾
3384,高句麗起義
3385,幽默
3386,普洱市
3387,738年
3388,美國
3389,對於旅客的換乘和貨物運輸十分不利
3390,不再建立便宜
3391,1961年
3392,自主性，對人才以及資源的不合理運用造成了企業效率低下，利潤率難以提高，科技含量也始終很低，因此鄧小平希望建立和現在世界上已開發國家相似的股份制企業制度
3393,俄國於同期的大北方戰爭中獲勝，為防俄國
3394,田漢
3395,模特兒
3396,1284年
3397,民國23年
3398,
3399,314.23萬人
3400,超文字
3401,最終決策權
3402,凡爾賽宮
3403,喬治•赫伯特•沃克•布希
3404,1936年
3405,
3406,伊利諾州
3407,公元前510年
3408,漢諾瓦
3409,性犯罪
3410,大陸橫越
3411,犬戎起兵
3412,第二代戰鬥機
3413,
3414,
3415,1930年代
3416,
3417,元世祖至元十七年
3418,複合式裝甲
3419,德川家康
3420,高速線哈大客運專線
3421,海倫
3422,喀什噶爾
3423,
3424,熱帶雨林氣候
3425,1月6日獨裁
3426,中世紀
3427,清廷以消極的制度治理臺灣
3428,協助自殺
3429,東漢
3430,美國[UNK]電視台
3431,1985年在杜拜成立的阿聯國際航空，坐落於杜拜國際機場，在2005年
3432,儒略日
3433,
3434,11世紀
3435,米勒
3436,1935年
3437,主序
3438,政治主張經興
3439,社會黨
3440,
3441,縣政府
3442,股份制改革，並於2010年成功上市。截至2016年末，農行位於中國大陸的分支機構共計23682個
3443,百萬位元／秒，是全球平均網速的約7倍
3444,防禦反艦導彈的小口徑速射炮
3445,1976年
3446,端午節
3447,15個
3448,宋公
3449,希洛分基地
3450,漢地大都
3451,袁世凱
3452,再南
3453,韋茲萊隱修院
3454,
3455,逃港者
3456,
3457,民國17年1月
3458,聯邦調查局
3459,雜交帶
3460,1990年代後期或以前，香港人口是男多女少，約2000年
3461,《魔戒》
3462,1958年
3463,儒家思想
3464,1954年
3465,12架
3466,廣西廣府人
3467,1897年
3468,秘書長
3469,
3470,最後被包圍在了笠置山
3471,外交方面擁有更多的主導權
3472,倭王權
3473,過海隧道
3474,1991年
3475,約瑟夫
3476,大部分
3477,身體左側引拍
3478,康德
3479,
3480,良好行為
3481,義陽
3482,中華人民共和國
3483,朱棣
3484,49.5萬人
3485,由於軍隊士兵主要由穆斯林和印度教徒構成
3486,北亞地區
3487,東漢
3488,1941年
3489,生命線類
3490,
3491,西撤
3492,溫病學派著
